WaitType,Time,MillisecondsWaiting
Tracing,2018-01-14T10:00:00Z,243
Tran Log IO,2018-01-14T10:00:00Z,3392592
Transaction,2018-01-14T10:00:00Z,0
Worker Thread,2018-01-14T10:00:00Z,201
Buffer IO,2018-01-14T11:00:00Z,593990
Buffer Latch,2018-01-14T11:00:00Z,92889
CPU,2018-01-14T11:00:00Z,2809465
Latch,2018-01-14T11:00:00Z,2175080
Lock,2018-01-14T11:00:00Z,3336
Memory,2018-01-14T11:00:00Z,32493
Network IO,2018-01-14T11:00:00Z,60
OTHER,2018-01-14T11:00:00Z,45804263
Other Disk IO,2018-01-14T11:00:00Z,207113
Parallelism,2018-01-14T11:00:00Z,5016432
Preemptive,2018-01-14T11:00:00Z,32788
Replication,2018-01-14T11:00:00Z,0
SQL CLR,2018-01-14T11:00:00Z,0
Service Broker,2018-01-14T11:00:00Z,0
Tracing,2018-01-14T11:00:00Z,131
Tran Log IO,2018-01-14T11:00:00Z,3438307
Transaction,2018-01-14T11:00:00Z,0
Worker Thread,2018-01-14T11:00:00Z,17
Buffer IO,2018-01-14T12:00:00Z,270661
Buffer Latch,2018-01-14T12:00:00Z,65146
CPU,2018-01-14T12:00:00Z,1892818
Latch,2018-01-14T12:00:00Z,2382789
Lock,2018-01-14T12:00:00Z,27050
Memory,2018-01-14T12:00:00Z,23691
Network IO,2018-01-14T12:00:00Z,104
OTHER,2018-01-14T12:00:00Z,47826033
Other Disk IO,2018-01-14T12:00:00Z,13418
Parallelism,2018-01-14T12:00:00Z,1555544
Preemptive,2018-01-14T12:00:00Z,31267
Replication,2018-01-14T12:00:00Z,0
SQL CLR,2018-01-14T12:00:00Z,0
Service Broker,2018-01-14T12:00:00Z,0
Tracing,2018-01-14T12:00:00Z,700
Tran Log IO,2018-01-14T12:00:00Z,3088182
Transaction,2018-01-14T12:00:00Z,0
Worker Thread,2018-01-14T12:00:00Z,3
Buffer IO,2018-01-14T13:00:00Z,206056
Buffer Latch,2018-01-14T13:00:00Z,7154
CPU,2018-01-14T13:00:00Z,2782319
Latch,2018-01-14T13:00:00Z,1106454
Lock,2018-01-14T13:00:00Z,24191
Memory,2018-01-14T13:00:00Z,32400
Network IO,2018-01-14T13:00:00Z,363
OTHER,2018-01-14T13:00:00Z,51766146
Other Disk IO,2018-01-14T13:00:00Z,5833
Parallelism,2018-01-14T13:00:00Z,1651991
Preemptive,2018-01-14T13:00:00Z,40912
Replication,2018-01-14T13:00:00Z,0
SQL CLR,2018-01-14T13:00:00Z,0
Service Broker,2018-01-14T13:00:00Z,0
Tracing,2018-01-14T13:00:00Z,330
Tran Log IO,2018-01-14T13:00:00Z,1284400
Transaction,2018-01-14T13:00:00Z,3003
Worker Thread,2018-01-14T13:00:00Z,64
Buffer IO,2018-01-14T14:00:00Z,103844
Buffer Latch,2018-01-14T14:00:00Z,7088
CPU,2018-01-14T14:00:00Z,1752693
Latch,2018-01-14T14:00:00Z,478111
Lock,2018-01-14T14:00:00Z,62075
Memory,2018-01-14T14:00:00Z,19270
Network IO,2018-01-14T14:00:00Z,36
OTHER,2018-01-14T14:00:00Z,52754911
Other Disk IO,2018-01-14T14:00:00Z,540883
Parallelism,2018-01-14T14:00:00Z,1090384
Preemptive,2018-01-14T14:00:00Z,43012
Replication,2018-01-14T14:00:00Z,0
SQL CLR,2018-01-14T14:00:00Z,0
Service Broker,2018-01-14T14:00:00Z,0
Tracing,2018-01-14T14:00:00Z,325
Tran Log IO,2018-01-14T14:00:00Z,1934992
Transaction,2018-01-14T14:00:00Z,0
Worker Thread,2018-01-14T14:00:00Z,0
Buffer IO,2018-01-14T15:00:00Z,526761
Buffer Latch,2018-01-14T15:00:00Z,116665
CPU,2018-01-14T15:00:00Z,2990402
Latch,2018-01-14T15:00:00Z,2621797
Lock,2018-01-14T15:00:00Z,337996
Memory,2018-01-14T15:00:00Z,33882
Network IO,2018-01-14T15:00:00Z,62
OTHER,2018-01-14T15:00:00Z,45037915
Other Disk IO,2018-01-14T15:00:00Z,7283
Parallelism,2018-01-14T15:00:00Z,2181183
Preemptive,2018-01-14T15:00:00Z,36369
Replication,2018-01-14T15:00:00Z,0
SQL CLR,2018-01-14T15:00:00Z,0
Service Broker,2018-01-14T15:00:00Z,0
Tracing,2018-01-14T15:00:00Z,413
Tran Log IO,2018-01-14T15:00:00Z,3428929
Transaction,2018-01-14T15:00:00Z,0
Worker Thread,2018-01-14T15:00:00Z,349
Buffer IO,2018-01-14T16:00:00Z,386114
Buffer Latch,2018-01-14T16:00:00Z,97849
CPU,2018-01-14T16:00:00Z,2024254
Latch,2018-01-14T16:00:00Z,3525120
Lock,2018-01-14T16:00:00Z,131724
Memory,2018-01-14T16:00:00Z,24885
Network IO,2018-01-14T16:00:00Z,25
OTHER,2018-01-14T16:00:00Z,43801746
Other Disk IO,2018-01-14T16:00:00Z,16202
Parallelism,2018-01-14T16:00:00Z,1613486
Preemptive,2018-01-14T16:00:00Z,41120
Replication,2018-01-14T16:00:00Z,0
SQL CLR,2018-01-14T16:00:00Z,0
Service Broker,2018-01-14T16:00:00Z,0
Tracing,2018-01-14T16:00:00Z,190
Tran Log IO,2018-01-14T16:00:00Z,4026823
Transaction,2018-01-14T16:00:00Z,0
Worker Thread,2018-01-14T16:00:00Z,5
Buffer IO,2018-01-14T17:00:00Z,321759
Buffer Latch,2018-01-14T17:00:00Z,40199
CPU,2018-01-14T17:00:00Z,2275479
Latch,2018-01-14T17:00:00Z,2784073
Lock,2018-01-14T17:00:00Z,103114
Memory,2018-01-14T17:00:00Z,35241
Network IO,2018-01-14T17:00:00Z,107
OTHER,2018-01-14T17:00:00Z,47939487
Other Disk IO,2018-01-14T17:00:00Z,6708
Parallelism,2018-01-14T17:00:00Z,1909040
Preemptive,2018-01-14T17:00:00Z,38967
Replication,2018-01-14T17:00:00Z,0
SQL CLR,2018-01-14T17:00:00Z,0
Service Broker,2018-01-14T17:00:00Z,0
Tracing,2018-01-14T17:00:00Z,349
Tran Log IO,2018-01-14T17:00:00Z,2855252
Transaction,2018-01-14T17:00:00Z,0
Worker Thread,2018-01-14T17:00:00Z,0
Buffer IO,2018-01-14T18:00:00Z,512444
Buffer Latch,2018-01-14T18:00:00Z,144684
CPU,2018-01-14T18:00:00Z,1443567
Latch,2018-01-14T18:00:00Z,3072013
Lock,2018-01-14T18:00:00Z,0
Memory,2018-01-14T18:00:00Z,23178
Network IO,2018-01-14T18:00:00Z,50
OTHER,2018-01-14T18:00:00Z,42177603
Other Disk IO,2018-01-14T18:00:00Z,13882
Parallelism,2018-01-14T18:00:00Z,1559404
Preemptive,2018-01-14T18:00:00Z,27389
Replication,2018-01-14T18:00:00Z,0
SQL CLR,2018-01-14T18:00:00Z,0
Service Broker,2018-01-14T18:00:00Z,0
Tracing,2018-01-14T18:00:00Z,275
Tran Log IO,2018-01-14T18:00:00Z,4941418
Transaction,2018-01-14T18:00:00Z,0
Worker Thread,2018-01-14T18:00:00Z,5
Buffer IO,2018-01-14T19:00:00Z,467278
Buffer Latch,2018-01-14T19:00:00Z,31276
CPU,2018-01-14T19:00:00Z,1812556
Latch,2018-01-14T19:00:00Z,2624129
Lock,2018-01-14T19:00:00Z,0
Memory,2018-01-14T19:00:00Z,23231
Network IO,2018-01-14T19:00:00Z,85
OTHER,2018-01-14T19:00:00Z,48015834
Other Disk IO,2018-01-14T19:00:00Z,11505
Parallelism,2018-01-14T19:00:00Z,1573302
Preemptive,2018-01-14T19:00:00Z,35318
Replication,2018-01-14T19:00:00Z,0
SQL CLR,2018-01-14T19:00:00Z,0
Service Broker,2018-01-14T19:00:00Z,0
Tracing,2018-01-14T19:00:00Z,727
Tran Log IO,2018-01-14T19:00:00Z,3041972
Transaction,2018-01-14T19:00:00Z,0
Worker Thread,2018-01-14T19:00:00Z,0
Buffer IO,2018-01-14T20:00:00Z,107039
Buffer Latch,2018-01-14T20:00:00Z,6956
CPU,2018-01-14T20:00:00Z,1215041
Latch,2018-01-14T20:00:00Z,1189570
Lock,2018-01-14T20:00:00Z,161
Memory,2018-01-14T20:00:00Z,6173
Network IO,2018-01-14T20:00:00Z,33
OTHER,2018-01-14T20:00:00Z,51215980
Other Disk IO,2018-01-14T20:00:00Z,10048
Parallelism,2018-01-14T20:00:00Z,851697
Preemptive,2018-01-14T20:00:00Z,38700
Replication,2018-01-14T20:00:00Z,0
SQL CLR,2018-01-14T20:00:00Z,0
Service Broker,2018-01-14T20:00:00Z,0
Tracing,2018-01-14T20:00:00Z,79
Tran Log IO,2018-01-14T20:00:00Z,1608755
Transaction,2018-01-14T20:00:00Z,0
Worker Thread,2018-01-14T20:00:00Z,0
Buffer IO,2018-01-14T21:00:00Z,16833
Buffer Latch,2018-01-14T21:00:00Z,6247
CPU,2018-01-14T21:00:00Z,1289287
Latch,2018-01-14T21:00:00Z,7877
Lock,2018-01-14T21:00:00Z,216
Memory,2018-01-14T21:00:00Z,5757
Network IO,2018-01-14T21:00:00Z,57
OTHER,2018-01-14T21:00:00Z,54251481
Other Disk IO,2018-01-14T21:00:00Z,4218
Parallelism,2018-01-14T21:00:00Z,813771
Preemptive,2018-01-14T21:00:00Z,42756
Replication,2018-01-14T21:00:00Z,0
SQL CLR,2018-01-14T21:00:00Z,0
Service Broker,2018-01-14T21:00:00Z,0
Tracing,2018-01-14T21:00:00Z,104
Tran Log IO,2018-01-14T21:00:00Z,450923
Transaction,2018-01-14T21:00:00Z,0
Worker Thread,2018-01-14T21:00:00Z,20
Buffer IO,2018-01-14T22:00:00Z,120028
Buffer Latch,2018-01-14T22:00:00Z,6380
CPU,2018-01-14T22:00:00Z,1199617
Latch,2018-01-14T22:00:00Z,737347
Lock,2018-01-14T22:00:00Z,0
Memory,2018-01-14T22:00:00Z,8305
Network IO,2018-01-14T22:00:00Z,68
OTHER,2018-01-14T22:00:00Z,51768491
Other Disk IO,2018-01-14T22:00:00Z,7036
Parallelism,2018-01-14T22:00:00Z,815708
Preemptive,2018-01-14T22:00:00Z,24106
Replication,2018-01-14T22:00:00Z,0
SQL CLR,2018-01-14T22:00:00Z,0
Service Broker,2018-01-14T22:00:00Z,0
Tracing,2018-01-14T22:00:00Z,51
Tran Log IO,2018-01-14T22:00:00Z,1868461
Transaction,2018-01-14T22:00:00Z,0
Worker Thread,2018-01-14T22:00:00Z,1
Buffer IO,2018-01-14T23:00:00Z,101491
Buffer Latch,2018-01-14T23:00:00Z,7077
CPU,2018-01-14T23:00:00Z,1053178
Latch,2018-01-14T23:00:00Z,781518
Lock,2018-01-14T23:00:00Z,0
Memory,2018-01-14T23:00:00Z,7553
Network IO,2018-01-14T23:00:00Z,56
OTHER,2018-01-14T23:00:00Z,51380910
Other Disk IO,2018-01-14T23:00:00Z,6730
Parallelism,2018-01-14T23:00:00Z,908845
Preemptive,2018-01-14T23:00:00Z,29771
Replication,2018-01-14T23:00:00Z,0
SQL CLR,2018-01-14T23:00:00Z,11
Service Broker,2018-01-14T23:00:00Z,0
Tracing,2018-01-14T23:00:00Z,13
Tran Log IO,2018-01-14T23:00:00Z,1714740
Transaction,2018-01-14T23:00:00Z,0
Worker Thread,2018-01-14T23:00:00Z,10
Buffer IO,2018-01-15T00:00:00Z,22632
Buffer Latch,2018-01-15T00:00:00Z,7792
CPU,2018-01-15T00:00:00Z,1458798
Latch,2018-01-15T00:00:00Z,898
Lock,2018-01-15T00:00:00Z,4342
Memory,2018-01-15T00:00:00Z,22719
Network IO,2018-01-15T00:00:00Z,162
OTHER,2018-01-15T00:00:00Z,53777126
Other Disk IO,2018-01-15T00:00:00Z,6385
Parallelism,2018-01-15T00:00:00Z,702392
Preemptive,2018-01-15T00:00:00Z,47156
Replication,2018-01-15T00:00:00Z,0
SQL CLR,2018-01-15T00:00:00Z,0
Service Broker,2018-01-15T00:00:00Z,0
Tracing,2018-01-15T00:00:00Z,66
Tran Log IO,2018-01-15T00:00:00Z,529791
Transaction,2018-01-15T00:00:00Z,0
Worker Thread,2018-01-15T00:00:00Z,250
Buffer IO,2018-01-15T01:00:00Z,332676
Buffer Latch,2018-01-15T01:00:00Z,32047
CPU,2018-01-15T01:00:00Z,1732475
Latch,2018-01-15T01:00:00Z,565987
Lock,2018-01-15T01:00:00Z,1484
Memory,2018-01-15T01:00:00Z,23181
Network IO,2018-01-15T01:00:00Z,52
OTHER,2018-01-15T01:00:00Z,51770456
Other Disk IO,2018-01-15T01:00:00Z,3740
Parallelism,2018-01-15T01:00:00Z,890625
Preemptive,2018-01-15T01:00:00Z,36445
Replication,2018-01-15T01:00:00Z,0
SQL CLR,2018-01-15T01:00:00Z,0
Service Broker,2018-01-15T01:00:00Z,0
Tracing,2018-01-15T01:00:00Z,3
Tran Log IO,2018-01-15T01:00:00Z,1612187
Transaction,2018-01-15T01:00:00Z,0
Worker Thread,2018-01-15T01:00:00Z,123
Buffer IO,2018-01-15T02:00:00Z,343617
Buffer Latch,2018-01-15T02:00:00Z,39572
CPU,2018-01-15T02:00:00Z,1641293
Latch,2018-01-15T02:00:00Z,1117445
Lock,2018-01-15T02:00:00Z,0
Memory,2018-01-15T02:00:00Z,21786
Network IO,2018-01-15T02:00:00Z,15
OTHER,2018-01-15T02:00:00Z,50695543
Other Disk IO,2018-01-15T02:00:00Z,9440
Parallelism,2018-01-15T02:00:00Z,949881
Preemptive,2018-01-15T02:00:00Z,32463
Replication,2018-01-15T02:00:00Z,0
SQL CLR,2018-01-15T02:00:00Z,0
Service Broker,2018-01-15T02:00:00Z,0
Tracing,2018-01-15T02:00:00Z,6
Tran Log IO,2018-01-15T02:00:00Z,2022800
Transaction,2018-01-15T02:00:00Z,0
Worker Thread,2018-01-15T02:00:00Z,91
Buffer IO,2018-01-15T03:00:00Z,332144
Buffer Latch,2018-01-15T03:00:00Z,36275
CPU,2018-01-15T03:00:00Z,1419486
Latch,2018-01-15T03:00:00Z,1174873
Lock,2018-01-15T03:00:00Z,0
Memory,2018-01-15T03:00:00Z,26711
Network IO,2018-01-15T03:00:00Z,36
OTHER,2018-01-15T03:00:00Z,48586447
Other Disk IO,2018-01-15T03:00:00Z,6587
Parallelism,2018-01-15T03:00:00Z,1093638
Preemptive,2018-01-15T03:00:00Z,28987
Replication,2018-01-15T03:00:00Z,0
SQL CLR,2018-01-15T03:00:00Z,0
Service Broker,2018-01-15T03:00:00Z,0
Tracing,2018-01-15T03:00:00Z,63
Tran Log IO,2018-01-15T03:00:00Z,2170767
Transaction,2018-01-15T03:00:00Z,3003
Worker Thread,2018-01-15T03:00:00Z,0
Buffer IO,2018-01-15T04:00:00Z,859967
Buffer Latch,2018-01-15T04:00:00Z,156010
CPU,2018-01-15T04:00:00Z,1767139
Latch,2018-01-15T04:00:00Z,3311635
Lock,2018-01-15T04:00:00Z,0
Memory,2018-01-15T04:00:00Z,22323
Network IO,2018-01-15T04:00:00Z,34
OTHER,2018-01-15T04:00:00Z,44620033
Other Disk IO,2018-01-15T04:00:00Z,12668
Parallelism,2018-01-15T04:00:00Z,1468702
Preemptive,2018-01-15T04:00:00Z,24646
Replication,2018-01-15T04:00:00Z,0
SQL CLR,2018-01-15T04:00:00Z,0
Service Broker,2018-01-15T04:00:00Z,0
Tracing,2018-01-15T04:00:00Z,428
Tran Log IO,2018-01-15T04:00:00Z,4036916
Transaction,2018-01-15T04:00:00Z,0
Worker Thread,2018-01-15T04:00:00Z,2
Buffer IO,2018-01-15T05:00:00Z,1301553
Buffer Latch,2018-01-15T05:00:00Z,26070
CPU,2018-01-15T05:00:00Z,2823166
Latch,2018-01-15T05:00:00Z,1747276
Lock,2018-01-15T05:00:00Z,726
Memory,2018-01-15T05:00:00Z,21277
Network IO,2018-01-15T05:00:00Z,43
OTHER,2018-01-15T05:00:00Z,48408615
Other Disk IO,2018-01-15T05:00:00Z,8786
Parallelism,2018-01-15T05:00:00Z,11153228
Preemptive,2018-01-15T05:00:00Z,35992
Replication,2018-01-15T05:00:00Z,6093
SQL CLR,2018-01-15T05:00:00Z,0
Service Broker,2018-01-15T05:00:00Z,0
Tracing,2018-01-15T05:00:00Z,47
Tran Log IO,2018-01-15T05:00:00Z,2884057
Transaction,2018-01-15T05:00:00Z,0
Worker Thread,2018-01-15T05:00:00Z,40
Buffer IO,2018-01-15T06:00:00Z,225548
Buffer Latch,2018-01-15T06:00:00Z,23495
CPU,2018-01-15T06:00:00Z,2001308
Latch,2018-01-15T06:00:00Z,1592781
Lock,2018-01-15T06:00:00Z,30529
Memory,2018-01-15T06:00:00Z,20578
Network IO,2018-01-15T06:00:00Z,38
OTHER,2018-01-15T06:00:00Z,49746771
Other Disk IO,2018-01-15T06:00:00Z,9573
Parallelism,2018-01-15T06:00:00Z,1186823
Preemptive,2018-01-15T06:00:00Z,41002
Replication,2018-01-15T06:00:00Z,0
SQL CLR,2018-01-15T06:00:00Z,0
Service Broker,2018-01-15T06:00:00Z,0
Tracing,2018-01-15T06:00:00Z,142
Tran Log IO,2018-01-15T06:00:00Z,2260755
Transaction,2018-01-15T06:00:00Z,0
Worker Thread,2018-01-15T06:00:00Z,1
Buffer IO,2018-01-15T07:00:00Z,4826
Buffer Latch,2018-01-15T07:00:00Z,4740
CPU,2018-01-15T07:00:00Z,1615690
Latch,2018-01-15T07:00:00Z,762
Lock,2018-01-15T07:00:00Z,80882
Memory,2018-01-15T07:00:00Z,21925
Network IO,2018-01-15T07:00:00Z,67
OTHER,2018-01-15T07:00:00Z,53678142
Other Disk IO,2018-01-15T07:00:00Z,5467
Parallelism,2018-01-15T07:00:00Z,848563
Preemptive,2018-01-15T07:00:00Z,44501
Replication,2018-01-15T07:00:00Z,0
SQL CLR,2018-01-15T07:00:00Z,0
Service Broker,2018-01-15T07:00:00Z,0
Tracing,2018-01-15T07:00:00Z,223
Tran Log IO,2018-01-15T07:00:00Z,473466
Transaction,2018-01-15T07:00:00Z,0
Worker Thread,2018-01-15T07:00:00Z,0
Buffer IO,2018-01-15T08:00:00Z,9896
Buffer Latch,2018-01-15T08:00:00Z,5633
CPU,2018-01-15T08:00:00Z,1954634
Latch,2018-01-15T08:00:00Z,20300
Lock,2018-01-15T08:00:00Z,142705
Memory,2018-01-15T08:00:00Z,18272
Network IO,2018-01-15T08:00:00Z,39
OTHER,2018-01-15T08:00:00Z,53705407
Other Disk IO,2018-01-15T08:00:00Z,4878
Parallelism,2018-01-15T08:00:00Z,778494
Preemptive,2018-01-15T08:00:00Z,51791
Replication,2018-01-15T08:00:00Z,0
SQL CLR,2018-01-15T08:00:00Z,0
Service Broker,2018-01-15T08:00:00Z,0
Tracing,2018-01-15T08:00:00Z,178
Tran Log IO,2018-01-15T08:00:00Z,490581
Transaction,2018-01-15T08:00:00Z,0
Worker Thread,2018-01-15T08:00:00Z,48
Buffer IO,2018-01-15T09:00:00Z,36145
Buffer Latch,2018-01-15T09:00:00Z,5089
CPU,2018-01-15T09:00:00Z,1558378
Latch,2018-01-15T09:00:00Z,316587
Lock,2018-01-15T09:00:00Z,80784
Memory,2018-01-15T09:00:00Z,21312
Network IO,2018-01-15T09:00:00Z,62
OTHER,2018-01-15T09:00:00Z,52632015
Other Disk IO,2018-01-15T09:00:00Z,4186
Parallelism,2018-01-15T09:00:00Z,1093441
Preemptive,2018-01-15T09:00:00Z,35444
Replication,2018-01-15T09:00:00Z,0
SQL CLR,2018-01-15T09:00:00Z,0
Service Broker,2018-01-15T09:00:00Z,0
Tracing,2018-01-15T09:00:00Z,30
Tran Log IO,2018-01-15T09:00:00Z,824706
Transaction,2018-01-15T09:00:00Z,3165
Worker Thread,2018-01-15T09:00:00Z,37
Buffer IO,2018-01-15T10:00:00Z,114968
Buffer Latch,2018-01-15T10:00:00Z,9967
CPU,2018-01-15T10:00:00Z,1808057
Latch,2018-01-15T10:00:00Z,203342
Lock,2018-01-15T10:00:00Z,30557
Memory,2018-01-15T10:00:00Z,14149
Network IO,2018-01-15T10:00:00Z,134
OTHER,2018-01-15T10:00:00Z,52388291
Other Disk IO,2018-01-15T10:00:00Z,8134
Parallelism,2018-01-15T10:00:00Z,938985
Preemptive,2018-01-15T10:00:00Z,45086
Replication,2018-01-15T10:00:00Z,0
SQL CLR,2018-01-15T10:00:00Z,0
Service Broker,2018-01-15T10:00:00Z,0
Tracing,2018-01-15T10:00:00Z,195
Tran Log IO,2018-01-15T10:00:00Z,921016
Transaction,2018-01-15T10:00:00Z,0
Worker Thread,2018-01-15T10:00:00Z,785
Buffer IO,2018-01-15T11:00:00Z,507353
Buffer Latch,2018-01-15T11:00:00Z,20739
CPU,2018-01-15T11:00:00Z,2523945
Latch,2018-01-15T11:00:00Z,950139
Lock,2018-01-15T11:00:00Z,2180
Memory,2018-01-15T11:00:00Z,27060
Network IO,2018-01-15T11:00:00Z,355
OTHER,2018-01-15T11:00:00Z,51202952
Other Disk IO,2018-01-15T11:00:00Z,7946
Parallelism,2018-01-15T11:00:00Z,4537370
Preemptive,2018-01-15T11:00:00Z,31074
Replication,2018-01-15T11:00:00Z,120
SQL CLR,2018-01-15T11:00:00Z,0
Service Broker,2018-01-15T11:00:00Z,0
Tracing,2018-01-15T11:00:00Z,400
Tran Log IO,2018-01-15T11:00:00Z,2255542
Transaction,2018-01-15T11:00:00Z,0
Worker Thread,2018-01-15T11:00:00Z,0
Buffer IO,2018-01-15T12:00:00Z,244974
Buffer Latch,2018-01-15T12:00:00Z,16954
CPU,2018-01-15T12:00:00Z,1652733
Latch,2018-01-15T12:00:00Z,1481897
Lock,2018-01-15T12:00:00Z,0
Memory,2018-01-15T12:00:00Z,15896
Network IO,2018-01-15T12:00:00Z,66
OTHER,2018-01-15T12:00:00Z,50801662
Other Disk IO,2018-01-15T12:00:00Z,361062
Parallelism,2018-01-15T12:00:00Z,1226582
Preemptive,2018-01-15T12:00:00Z,28267
Replication,2018-01-15T12:00:00Z,0
SQL CLR,2018-01-15T12:00:00Z,0
Service Broker,2018-01-15T12:00:00Z,0
Tracing,2018-01-15T12:00:00Z,27
Tran Log IO,2018-01-15T12:00:00Z,2211647
Transaction,2018-01-15T12:00:00Z,0
Worker Thread,2018-01-15T12:00:00Z,871
Buffer IO,2018-01-15T13:00:00Z,109020
Buffer Latch,2018-01-15T13:00:00Z,5382
CPU,2018-01-15T13:00:00Z,1827828
Latch,2018-01-15T13:00:00Z,3543
Lock,2018-01-15T13:00:00Z,0
Memory,2018-01-15T13:00:00Z,38005
Network IO,2018-01-15T13:00:00Z,531
OTHER,2018-01-15T13:00:00Z,54958550
Other Disk IO,2018-01-15T13:00:00Z,5256
Parallelism,2018-01-15T13:00:00Z,1449834
Preemptive,2018-01-15T13:00:00Z,33582
Replication,2018-01-15T13:00:00Z,0
SQL CLR,2018-01-15T13:00:00Z,0
Service Broker,2018-01-15T13:00:00Z,0
Tracing,2018-01-15T13:00:00Z,423
Tran Log IO,2018-01-15T13:00:00Z,474249
Transaction,2018-01-15T13:00:00Z,0
Worker Thread,2018-01-15T13:00:00Z,0
Buffer IO,2018-01-15T14:00:00Z,38950
Buffer Latch,2018-01-15T14:00:00Z,5376
CPU,2018-01-15T14:00:00Z,1519955
Latch,2018-01-15T14:00:00Z,57282
Lock,2018-01-15T14:00:00Z,0
Memory,2018-01-15T14:00:00Z,13345
Network IO,2018-01-15T14:00:00Z,1238
OTHER,2018-01-15T14:00:00Z,54640829
Other Disk IO,2018-01-15T14:00:00Z,60086
Parallelism,2018-01-15T14:00:00Z,830941
Preemptive,2018-01-15T14:00:00Z,37967
Replication,2018-01-15T14:00:00Z,0
SQL CLR,2018-01-15T14:00:00Z,0
Service Broker,2018-01-15T14:00:00Z,0
Tracing,2018-01-15T14:00:00Z,18
Tran Log IO,2018-01-15T14:00:00Z,1192117
Transaction,2018-01-15T14:00:00Z,0
Worker Thread,2018-01-15T14:00:00Z,1
Buffer IO,2018-01-15T15:00:00Z,182041
Buffer Latch,2018-01-15T15:00:00Z,9139
CPU,2018-01-15T15:00:00Z,1943928
Latch,2018-01-15T15:00:00Z,1135117
Lock,2018-01-15T15:00:00Z,0
Memory,2018-01-15T15:00:00Z,75459
Network IO,2018-01-15T15:00:00Z,330
OTHER,2018-01-15T15:00:00Z,53318440
Other Disk IO,2018-01-15T15:00:00Z,556186
Parallelism,2018-01-15T15:00:00Z,3681492
Preemptive,2018-01-15T15:00:00Z,31381
Replication,2018-01-15T15:00:00Z,0
SQL CLR,2018-01-15T15:00:00Z,0
Service Broker,2018-01-15T15:00:00Z,0
Tracing,2018-01-15T15:00:00Z,703
Tran Log IO,2018-01-15T15:00:00Z,1102106
Transaction,2018-01-15T15:00:00Z,3001
Worker Thread,2018-01-15T15:00:00Z,126
Buffer IO,2018-01-15T16:00:00Z,368214
Buffer Latch,2018-01-15T16:00:00Z,6994
CPU,2018-01-15T16:00:00Z,1134314
Latch,2018-01-15T16:00:00Z,25133
Lock,2018-01-15T16:00:00Z,86
Memory,2018-01-15T16:00:00Z,11316
Network IO,2018-01-15T16:00:00Z,37762
OTHER,2018-01-15T16:00:00Z,96445562
Other Disk IO,2018-01-15T16:00:00Z,8314
Parallelism,2018-01-15T16:00:00Z,9826482
Preemptive,2018-01-15T16:00:00Z,27565
Replication,2018-01-15T16:00:00Z,0
SQL CLR,2018-01-15T16:00:00Z,0
Service Broker,2018-01-15T16:00:00Z,0
Tracing,2018-01-15T16:00:00Z,0
Tran Log IO,2018-01-15T16:00:00Z,292113
Transaction,2018-01-15T16:00:00Z,0
Worker Thread,2018-01-15T16:00:00Z,57
Buffer IO,2018-01-15T17:00:00Z,126092
Buffer Latch,2018-01-15T17:00:00Z,6179
CPU,2018-01-15T17:00:00Z,1553861
Latch,2018-01-15T17:00:00Z,37023
Lock,2018-01-15T17:00:00Z,137
Memory,2018-01-15T17:00:00Z,16257
Network IO,2018-01-15T17:00:00Z,31
OTHER,2018-01-15T17:00:00Z,56122572
Other Disk IO,2018-01-15T17:00:00Z,6272
Parallelism,2018-01-15T17:00:00Z,3605749
Preemptive,2018-01-15T17:00:00Z,22061
Replication,2018-01-15T17:00:00Z,0
SQL CLR,2018-01-15T17:00:00Z,0
Service Broker,2018-01-15T17:00:00Z,0
Tracing,2018-01-15T17:00:00Z,442
Tran Log IO,2018-01-15T17:00:00Z,329139
Transaction,2018-01-15T17:00:00Z,3001
Worker Thread,2018-01-15T17:00:00Z,0
Buffer IO,2018-01-15T18:00:00Z,1878176
Buffer Latch,2018-01-15T18:00:00Z,6727
CPU,2018-01-15T18:00:00Z,1929279
Latch,2018-01-15T18:00:00Z,83121
Lock,2018-01-15T18:00:00Z,0
Memory,2018-01-15T18:00:00Z,18890
Network IO,2018-01-15T18:00:00Z,660727
OTHER,2018-01-15T18:00:00Z,49240576
Other Disk IO,2018-01-15T18:00:00Z,12852
Parallelism,2018-01-15T18:00:00Z,46183874
Preemptive,2018-01-15T18:00:00Z,22399
Replication,2018-01-15T18:00:00Z,0
SQL CLR,2018-01-15T18:00:00Z,0
Service Broker,2018-01-15T18:00:00Z,0
Tracing,2018-01-15T18:00:00Z,198
Tran Log IO,2018-01-15T18:00:00Z,304264
Transaction,2018-01-15T18:00:00Z,0
Worker Thread,2018-01-15T18:00:00Z,0
Buffer IO,2018-01-15T19:00:00Z,31761
Buffer Latch,2018-01-15T19:00:00Z,15008
CPU,2018-01-15T19:00:00Z,1305454
Latch,2018-01-15T19:00:00Z,286186
Lock,2018-01-15T19:00:00Z,0
Memory,2018-01-15T19:00:00Z,6917
Network IO,2018-01-15T19:00:00Z,155859
OTHER,2018-01-15T19:00:00Z,47853899
Other Disk IO,2018-01-15T19:00:00Z,9452
Parallelism,2018-01-15T19:00:00Z,6460795
Preemptive,2018-01-15T19:00:00Z,15967
Replication,2018-01-15T19:00:00Z,0
SQL CLR,2018-01-15T19:00:00Z,0
Service Broker,2018-01-15T19:00:00Z,0
